car_id,make,model,variant,raw_title,year_from,year_to,displacement_cc,cylinders,stock_hp,stock_torque_nm,weight_kg,drivetrain,transmission,engine_type,fuel_type,drag_coef,frontal_area_m2,top_speed_stock,top_speed_mph,zero_hundred_stock,co2_gkm,source_url
CAR_081A8623,Bmw,1 Series,120 m sport 5dr step auto,BMW 1-Series Hatchback120 M Sport 5dr Step Auto Specs & dimensions,2024,,1499.0,3.0,153.0,280.0,1425.0,Front wheel drive,Automatic,Naturally Aspirated,Petrol,,,225.3,140.0,7.6,121.0,https://www.parkers.co.uk/bmw/1-series/hatchback-2024/120-m-sport-5dr-step-auto/specs/
CAR_A3937D93,Bmw,1 Series,120 m sport 5dr step auto [pro pack],BMW 1-Series Hatchback120 M Sport 5dr Step Auto [Pro Pack] Specs & dimensions,2024,,1499.0,3.0,153.0,280.0,1425.0,Front wheel drive,Automatic,Naturally Aspirated,Petrol,,,225.3,140.0,7.6,121.0,https://www.parkers.co.uk/bmw/1-series/hatchback-2024/120-m-sport-5dr-step-auto-[pro-pack]/specs/
CAR_D14076C2,Bmw,3 Series,318d m sport (plus package and technology package) 4d,BMW 3-Series Saloon318d M Sport (Plus Package and Technology Package) 4d Specs & dimensions,2019,,1995.0,4.0,147.0,320.0,1445.0,Rear wheel drive,Manual,Unknown,Diesel,,,225.3,140.0,8.1,132.0,https://www.parkers.co.uk/bmw/3-series/saloon-2019/318d-m-sport-(plus-package-and-technology-package)-4d/specs/
CAR_EA89620D,Bmw,3 Series,318d m sport (plus package and technology package) auto 4d,BMW 3-Series Saloon318d M Sport (Plus Package and Technology Package) auto 4d Specs & dimensions,2019,,1995.0,4.0,147.0,320.0,1455.0,Rear wheel drive,Automatic,Unknown,Diesel,,,223.7,139.0,8.0,134.0,https://www.parkers.co.uk/bmw/3-series/saloon-2019/318d-m-sport-(plus-package-and-technology-package)-auto-4d/specs/
CAR_3E6366E5,Bmw,5 Series,520i m sport 4dr auto,BMW 5-Series Saloon520i M Sport 4dr Auto Specs & dimensions,2024,,1998.0,4.0,205.0,330.0,1725.0,Rear wheel drive,Automatic,Naturally Aspirated,Petrol,,,230.1,143.0,7.3,131.0,https://www.parkers.co.uk/bmw/5-series/saloon-2024/520i-m-sport-4dr-auto/specs/
CAR_44AFCC4F,Bmw,5 Series,520i m sport 4dr auto [comfort plus],BMW 5-Series Saloon520i M Sport 4dr Auto [Comfort Plus] Specs & dimensions,2024,,1998.0,4.0,205.0,330.0,1725.0,Rear wheel drive,Automatic,Naturally Aspirated,Petrol,,,230.1,143.0,7.3,131.0,https://www.parkers.co.uk/bmw/5-series/saloon-2024/520i-m-sport-4dr-auto-[comfort-plus]/specs/
CAR_EC552F89,Bmw,Z4,m40i (shadowline plus package and technology package) sport automatic 2d,BMW Z4 RoadsterM40i (Shadowline Plus Package and Technology Package) Sport Automatic 2d Specs & dimensions,2019,,2998.0,6.0,335.0,500.0,1565.0,Rear wheel drive,Automatic,Naturally Aspirated,Petrol,,,249.4,155.0,4.4,180.0,https://www.parkers.co.uk/bmw/z4/roadster-2019/m40i-(shadowline-plus-package-and-technology-package)-sport-automatic-2d/specs/
CAR_F94ED6F1,Bmw,Z4,m40i (shadowline plus package) sport automatic 2d,BMW Z4 RoadsterM40i (Shadowline Plus Package) Sport Automatic 2d Specs & dimensions,2019,,2998.0,6.0,335.0,500.0,1565.0,Rear wheel drive,Automatic,Naturally Aspirated,Petrol,,,249.4,155.0,4.4,180.0,https://www.parkers.co.uk/bmw/z4/roadster-2019/m40i-(shadowline-plus-package)-sport-automatic-2d/specs/
CAR_E18D7916,Bmw,6 Series,620d m sport auto 5d,BMW 6-Series Gran Turismo620d M Sport auto 5d Specs & dimensions,2017,,1995.0,4.0,187.0,400.0,1765.0,Rear wheel drive,Automatic,Unknown,Diesel,,,220.5,137.0,7.6,167.0,https://www.parkers.co.uk/bmw/6-series/gran-turismo-2017/620d-m-sport-auto-5d/specs/
CAR_9F53CB95,Bmw,6 Series,620d se auto 5d,BMW 6-Series Gran Turismo620d SE auto 5d Specs & dimensions,2017,,1995.0,4.0,187.0,400.0,1765.0,Rear wheel drive,Automatic,Unknown,Diesel,,,220.5,137.0,7.6,159.0,https://www.parkers.co.uk/bmw/6-series/gran-turismo-2017/620d-se-auto-5d/specs/
CAR_459206D9,Bmw,X1,m35i xdrive 5dr step auto,BMW X1 SUVM35i xDrive 5dr Step Auto Specs & dimensions,2022,,1998.0,4.0,295.0,400.0,1665.0,4 wheel drive,Automatic,Naturally Aspirated,Petrol,,,249.4,155.0,5.2,175.0,https://www.parkers.co.uk/bmw/x1/suv-2022/m35i-xdrive-5dr-step-auto/specs/
CAR_4FCB90ED,Bmw,X1,m35i xdrive 5dr [tech plus pack] step auto,BMW X1 SUVM35i xDrive 5dr [Tech Plus Pack] Step Auto Specs & dimensions,2022,,1998.0,4.0,295.0,400.0,1665.0,4 wheel drive,Automatic,Naturally Aspirated,Petrol,,,249.4,155.0,5.2,175.0,https://www.parkers.co.uk/bmw/x1/suv-2022/m35i-xdrive-5dr-[tech-plus-pack]-step-auto/specs/
CAR_6553F6B5,Bmw,X3,xdrive 30e m sport 5dr auto,BMW X3 SUVxDrive 30e M Sport 5dr Auto Specs & dimensions,2024,,1998.0,4.0,294.0,450.0,2065.0,4 wheel drive,Automatic,Unknown,Petrol Parallel PHEV,,,215.7,134.0,6.0,64.0,https://www.parkers.co.uk/bmw/x3/suv-2024/xdrive-30e-m-sport-5dr-auto/specs/
CAR_6EECC165,Bmw,X3,xdrive 30e m sport 5dr auto [pro pack],BMW X3 SUVxDrive 30e M Sport 5dr Auto [Pro Pack] Specs & dimensions,2024,,1998.0,4.0,294.0,450.0,2065.0,4 wheel drive,Automatic,Unknown,Petrol Parallel PHEV,,,215.7,134.0,6.0,64.0,https://www.parkers.co.uk/bmw/x3/suv-2024/xdrive-30e-m-sport-5dr-auto-[pro-pack]/specs/
CAR_7FCF80A5,Bmw,X5,m50d sport automatic (third row seating) 5d,BMW X5 4x4M50d Sport Automatic (Third-row seating) 5d Specs & dimensions,2018,,2993.0,6.0,394.0,760.0,2350.0,4 wheel drive,Automatic,Unknown,Diesel,,,249.4,155.0,5.1,217.0,https://www.parkers.co.uk/bmw/x5/4x4-2018/m50d-sport-automatic-(third-row-seating)-5d/specs/
CAR_E6658BD0,Bmw,X5,m50d sport automatic 5d,BMW X5 4x4M50d Sport Automatic 5d Specs & dimensions,2018,,2993.0,6.0,394.0,760.0,2275.0,4 wheel drive,Automatic,Unknown,Diesel,,,249.4,155.0,5.0,217.0,https://www.parkers.co.uk/bmw/x5/4x4-2018/m50d-sport-automatic-5d/specs/
CAR_A7AE5FA9,Bmw,2 Series,220i m sport pro 2dr step auto,BMW 2-Series Coupe220i M Sport Pro 2dr Step Auto Specs & dimensions,2025,,1998.0,4.0,181.0,300.0,1490.0,Rear wheel drive,Automatic,Naturally Aspirated,Petrol,,,236.6,147.0,7.3,146.0,https://www.parkers.co.uk/bmw/2-series/coupe-2025/220i-m-sport-pro-2dr-step-auto/specs/
CAR_F20A64EE,Bmw,2 Series,220i m sport pro 2dr step auto [tech pack],BMW 2-Series Coupe220i M Sport Pro 2dr Step Auto [Tech+ Pack] Specs & dimensions,2025,,1998.0,4.0,181.0,300.0,1490.0,Rear wheel drive,Automatic,Naturally Aspirated,Petrol,,,236.6,147.0,7.3,147.0,https://www.parkers.co.uk/bmw/2-series/coupe-2025/220i-m-sport-pro-2dr-step-auto-[tech-pack]/specs/
