car_id,make,model,variant,raw_title,year_from,year_to,displacement_cc,cylinders,stock_hp,stock_torque_nm,weight_kg,drivetrain,transmission,engine_type,fuel_type,drag_coef,frontal_area_m2,top_speed_stock,top_speed_mph,zero_hundred_stock,co2_gkm,source_url
CAR_91E03531,Audi,100,18 4d (83),Audi 100 Saloon1.8 4d (83) Specs & dimensions,1982,,1781.0,,90.0,,,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,,,,,https://www.parkers.co.uk/audi/100/saloon-1982/18-4d-(83)/specs/
CAR_52A1021A,Audi,100,18 5d,Audi 100 Avant1.8 5d Specs & dimensions,1983,,1781.0,,90.0,,,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,,,,,https://www.parkers.co.uk/audi/100/avant-1983/18-5d/specs/
CAR_98F1457E,Audi,100,20e 4d,Audi 100 Saloon2.0E 4d Specs & dimensions,1991,,1984.0,,115.0,,,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,,,,,https://www.parkers.co.uk/audi/100/saloon-1991/20e-4d/specs/
CAR_ACB05FD6,Audi,100,20e 5d,Audi 100 Avant2.0E 5d Specs & dimensions,1991,,1984.0,,115.0,,,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,,,,,https://www.parkers.co.uk/audi/100/avant-1991/20e-5d/specs/
CAR_CDDE8F94,Audi,200,e 4d,Audi 200 SaloonE 4d Specs & dimensions,1980,,2226.0,,,,,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,,,,,https://www.parkers.co.uk/audi/200/saloon-1980/e-4d/specs/
CAR_7DF23FB3,Audi,200,quattro turbo 5d,Audi 200 Avantquattro Turbo 5d Specs & dimensions,1987,,2144.0,,200.0,,,4 wheel drive,Manual,Turbocharged,Petrol,,,,,,,https://www.parkers.co.uk/audi/200/avant-1987/quattro-turbo-5d/specs/
CAR_AC37997A,Audi,80,16 4d,Audi 80 Saloon1.6 4d Specs & dimensions,1987,,1595.0,,75.0,,,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,,,,,https://www.parkers.co.uk/audi/80/saloon-1987/16-4d/specs/
CAR_405B264D,Audi,80,16 4d,Audi 80 Saloon1.6 4d Specs & dimensions,1991,,1595.0,,100.0,,,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,,,,,https://www.parkers.co.uk/audi/80/saloon-1991/16-4d/specs/
CAR_141E05F1,Audi,80,16 5d,Audi 80 Avant1.6 5d Specs & dimensions,1993,,1595.0,,100.0,,,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,,,,,https://www.parkers.co.uk/audi/80/avant-1993/16-5d/specs/
CAR_1CE0A360,Audi,80,16 cl 4d,Audi 80 Saloon1.6 CL 4d Specs & dimensions,1982,,1595.0,,,,,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,,,,,https://www.parkers.co.uk/audi/80/saloon-1982/16-cl-4d/specs/
CAR_35E0CCC0,Audi,90,20 4d,Audi 90 Saloon2.0 4d Specs & dimensions,1987,,1994.0,,115.0,,,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,,,,,https://www.parkers.co.uk/audi/90/saloon-1987/20-4d/specs/
CAR_F90D1646,Audi,90,20 cd 4d,Audi 90 Saloon2.0 CD 4d Specs & dimensions,1984,,1994.0,,,,,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,,,,,https://www.parkers.co.uk/audi/90/saloon-1984/20-cd-4d/specs/
CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,Audi A1 Sportback25 TFSI Black Edition 5dr Specs & dimensions,2018,,999.0,3.0,93.0,175.0,1100.0,Front wheel drive,Manual,Turbocharged,Petrol,,,191.5,119.0,10.6,126.0,https://www.parkers.co.uk/audi/a1/sportback-2018/25-tfsi-black-edition-5dr/specs/
CAR_2CD923B6,Audi,A1,(technology pack) 30 tfsi 116ps 5d,Audi A1 Citycarver(Technology Pack) 30 TFSI 116PS 5d Specs & dimensions,2019,,999.0,3.0,114.0,200.0,1140.0,Front wheel drive,Manual,Turbocharged,Petrol,,,197.9,123.0,9.6,139.0,https://www.parkers.co.uk/audi/a1/citycarver-2019/(technology-pack)-30-tfsi-116ps-5d/specs/
CAR_F32FD119,Audi,A1,10 tfsi se 3d,Audi A1 Hatchback1.0 TFSI SE 3d Specs & dimensions,2010,,999.0,3.0,93.0,160.0,1035.0,Front wheel drive,Manual,Turbocharged,Petrol,,,186.7,116.0,10.6,114.0,https://www.parkers.co.uk/audi/a1/hatchback-2010/10-tfsi-se-3d/specs/
CAR_EB55F0B0,Audi,A1,10 tfsi se 5d,Audi A1 Sportback1.0 TFSI SE 5d Specs & dimensions,2012,,999.0,3.0,93.0,160.0,1060.0,Front wheel drive,Manual,Turbocharged,Petrol,,,186.7,116.0,10.7,114.0,https://www.parkers.co.uk/audi/a1/sportback-2012/10-tfsi-se-5d/specs/
CAR_6DEF0D98,Audi,A1,s1 tfsi quattro 3d,Audi A1 S1S1 TFSI Quattro 3d Specs & dimensions,2014,,1984.0,4.0,227.0,370.0,1315.0,4 wheel drive,Manual,Turbocharged,Petrol,,,249.4,155.0,5.6,162.0,https://www.parkers.co.uk/audi/a1/s1-2014/s1-tfsi-quattro-3d/specs/
CAR_BCA0C83E,Audi,A2,14 5d,Audi A2 Hatchback1.4 5d Specs & dimensions,2000,,1390.0,4.0,73.0,126.0,895.0,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,172.2,107.0,11.6,144.0,https://www.parkers.co.uk/audi/a2/hatchback-2000/14-5d/specs/
CAR_12D05252,Audi,A3,12 tfsi (110bhp) s line 5d,Audi A3 Sportback1.2 TFSI (110bhp) S Line 5d Specs & dimensions,2013,,1197.0,4.0,108.0,175.0,1180.0,Front wheel drive,Manual,Turbocharged,Petrol,,,197.9,123.0,9.8,114.0,https://www.parkers.co.uk/audi/a3/sportback-2013/12-tfsi-(110bhp)-s-line-5d/specs/
CAR_9E57EE98,Audi,A3,14 tfsi (150bhp) s line (nav) 4d,Audi A3 Saloon1.4 TFSI (150bhp) S Line (Nav) 4d Specs & dimensions,2013,,1395.0,4.0,147.0,250.0,1240.0,Front wheel drive,Manual,Turbocharged,Petrol,,,223.7,139.0,7.9,112.0,https://www.parkers.co.uk/audi/a3/saloon-2013/14-tfsi-(150bhp)-s-line-(nav)-4d/specs/
CAR_C9C5FEC8,Audi,A3,14 tfsi (150bhp) s line (nav) 2d,Audi A3 Cabriolet1.4 TFSI (150bhp) S Line (Nav) 2d Specs & dimensions,2014,,1395.0,4.0,147.0,250.0,1365.0,Front wheel drive,Manual,Turbocharged,Petrol,,,222.1,138.0,8.6,118.0,https://www.parkers.co.uk/audi/a3/cabriolet-2014/14-tfsi-(150bhp)-s-line-(nav)-2d/specs/
CAR_494B50D3,Audi,A3,15 tfsi 116 s line 5dr,Audi A3 Sportback1.5 TFSI 116 S Line 5dr Specs & dimensions,2020,,1498.0,,114.0,220.0,1285.0,Front wheel drive,Manual,Turbocharged,Petrol,,,204.4,127.0,9.4,132.0,https://www.parkers.co.uk/audi/a3/sportback-2020/15-tfsi-116-s-line-5dr/specs/
CAR_A0F30475,Audi,A3,15 tfsi 116 s line 4dr,Audi A3 Saloon1.5 TFSI 116 S Line 4dr Specs & dimensions,2020,,1498.0,,114.0,220.0,1285.0,Front wheel drive,Manual,Turbocharged,Petrol,,,209.2,130.0,9.4,127.0,https://www.parkers.co.uk/audi/a3/saloon-2020/15-tfsi-116-s-line-4dr/specs/
CAR_53930883,Audi,A3,s3 tfsi black ed quattro 4dr s tronic [tech pro],Audi A3 S3S3 TFSI Black Ed Quattro 4dr S Tronic [Tech Pro] Specs & dimensions,2020,,1984.0,4.0,305.0,400.0,1505.0,4 wheel drive,Automatic,Turbocharged,Petrol,,,249.4,155.0,4.6,180.0,https://www.parkers.co.uk/audi/a3/s3-2020/s3-tfsi-black-ed-quattro-4dr-s-tronic-[tech-pro]/specs/
CAR_F1A92C37,Audi,A3,rs 3 tfsi qtro 400 carbon vorsprung 5dr s tronic,Audi A3 RS 3 SportbackRS 3 TFSI Qtro 400 Carbon Vorsprung 5dr S Tronic Specs & dimensions,2021,,2480.0,5.0,394.0,500.0,1565.0,4 wheel drive,Automatic,Turbocharged,Petrol,,,280.0,174.0,3.7,213.0,https://www.parkers.co.uk/audi/a3/rs-3-sportback-2021/rs-3-tfsi-qtro-400-carbon-vorsprung-5dr-s-tronic/specs/
CAR_0789D367,Audi,A3,rs 3 tfsi qtro 400 carbon vorsprung 4dr s tronic,Audi A3 RS 3 SaloonRS 3 TFSI Qtro 400 Carbon Vorsprung 4dr S Tronic Specs & dimensions,2021,,2480.0,5.0,394.0,500.0,1565.0,4 wheel drive,Automatic,Turbocharged,Petrol,,,280.0,174.0,3.7,209.0,https://www.parkers.co.uk/audi/a3/rs-3-saloon-2021/rs-3-tfsi-qtro-400-carbon-vorsprung-4dr-s-tronic/specs/
CAR_F134EEE2,Audi,A3,15 tfsi e 204 black ed 5dr s tronic [tech pack],Audi A3 Phev1.5 TFSI e 204 Black Ed 5dr S Tronic [Tech Pack] Specs & dimensions,2025,,1498.0,,201.0,350.0,1600.0,Front wheel drive,Automatic,Turbocharged,Petrol Parallel PHEV,,,225.3,140.0,7.2,29.0,https://www.parkers.co.uk/audi/a3/phev-2025/15-tfsi-e-204-black-ed-5dr-s-tronic-[tech-pack]/specs/
CAR_53F62B3B,Audi,A3,12 tfsi (start stop) 3d,Audi A3 Hatchback1.2 TFSI (Start Stop) 3d Specs & dimensions,2003,,1197.0,4.0,103.0,175.0,1205.0,Front wheel drive,Manual,Turbocharged,Petrol,,,191.5,119.0,10.6,127.0,https://www.parkers.co.uk/audi/a3/hatchback-2003/12-tfsi-(start-stop)-3d/specs/
CAR_5B863EC7,Audi,A3,12 t fsi (start stop) 5d,Audi A3 Sportback1.2 T FSI (Start Stop) 5d Specs & dimensions,2004,,1197.0,4.0,103.0,175.0,1245.0,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,191.5,119.0,10.9,127.0,https://www.parkers.co.uk/audi/a3/sportback-2004/12-t-fsi-(start-stop)-5d/specs/
CAR_90415E34,Audi,A3,12 t fsi (start stop) 2d,Audi A3 Cabriolet1.2 T FSI (Start Stop) 2d Specs & dimensions,2008,,1197.0,4.0,103.0,175.0,1360.0,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,189.9,118.0,11.8,132.0,https://www.parkers.co.uk/audi/a3/cabriolet-2008/12-t-fsi-(start-stop)-2d/specs/
CAR_971A669F,Audi,A3,s3 quattro (06) 3d,Audi A3 S3S3 Quattro (06) 3d Specs & dimensions,2006,,1984.0,4.0,261.0,350.0,1455.0,4 wheel drive,Manual,Naturally Aspirated,Petrol,,,249.4,155.0,5.5,217.0,https://www.parkers.co.uk/audi/a3/s3-2006/s3-quattro-(06)-3d/specs/
CAR_D9CBFA55,Audi,A3,25t fsi rs3 quattro 5d s tronic,Audi A3 RS3 Sportback2.5T FSI RS3 Quattro 5d S Tronic Specs & dimensions,2011,,2480.0,5.0,335.0,450.0,1650.0,4 wheel drive,Automatic,Naturally Aspirated,Petrol,,,249.4,155.0,4.5,212.0,https://www.parkers.co.uk/audi/a3/rs3-sportback-2011/25t-fsi-rs3-quattro-5d-s-tronic/specs/
CAR_89DF2F23,Audi,A3,12 tfsi (110bhp) s line 3d,Audi A3 Hatchback1.2 TFSI (110bhp) S Line 3d Specs & dimensions,2012,,1197.0,4.0,108.0,175.0,1150.0,Front wheel drive,Manual,Turbocharged,Petrol,,,197.9,123.0,9.6,114.0,https://www.parkers.co.uk/audi/a3/hatchback-2012/12-tfsi-(110bhp)-s-line-3d/specs/
